marker_id,paper_id,effect_name,subtype
154,"Peng W. et al., 2018",Increased virus binding to α2-6,H5N1
154,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
155,"Chen L. et al., 2012",Increased virus binding to α2-6,H5N1
155,"Yamada S. et al., 2006",Increased virus binding to α2-6,H5N1
155,"Watanabe Y. et al., 2011",Increased virus binding to α2-6,H5N1
155,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
156,"Chen L. et al., 2012",Increased virus binding to α2-6,H5N1
156,"Yamada S. et al., 2006",Increased virus binding to α2-6,H5N1
156,"Watanabe Y. et al., 2011",Increased virus binding to α2-6,H5N1
156,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
157,"Yamada S. et al., 2006",Increased virus binding to α2-6,H5N1
157,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
158,"Watanabe Y. et al., 2011",Increased virus binding to α2-6,H5N1
158,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
166,"Xu R. et al., 2013",Decreased virus binding to α2-3,H7N9
166,"Suttie A. et al., 2019",Decreased virus binding to α2-3,H7N9
167,"Chutinimitkul S. et al., 2010",Increased virus binding to α2-6,H5N1
167,"Chen L. et al., 2012",Increased virus binding to α2-6,H5N1
167,"Kongchanagul A. et al., 2008",Increased virus binding to α2-6,H5N1
167,"Gambaryan A. et al., 2006",Increased virus binding to α2-6,H5N1
167,"Shinya K. et al., 2010",Increased virus binding to α2-6,H5N1
167,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
168,"Song H. et al., 2017",Increased virus binding to α2-6,H4N6
168,"Song H. et al., 2017",Dual receptor specificity,H4N6
168,"Suttie A. et al., 2019",Increased virus binding to α2-6,H4N6
168,"Suttie A. et al., 2019",Dual receptor specificity,H4N6
175,"Watanabe Y. et al., 2011",Increased virus binding to α2-6,H5N1
175,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
176,"Chen L. et al., 2012",Increased virus binding to α2-6,H5N1
176,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
177,"Abdelwhab E. et al., 2016",Decreased pH of fusion,H5N1
177,"Abdelwhab E. et al., 2016",Increased HA stability,H5N1
177,"Abdelwhab E. et al., 2016",Increased viral replication efficiency,H5N1
177,"Abdelwhab E. et al., 2016",Increased virulence in mice,H5N1
177,"Reed M. et al., 2009",Decreased pH of fusion,H5N1
177,"Reed M. et al., 2009",Increased HA stability,H5N1
177,"Reed M. et al., 2009",Increased viral replication efficiency,H5N1
177,"Reed M. et al., 2009",Increased virulence in mice,H5N1
177,"Krenn B. et al., 2011",Decreased pH of fusion,H5N1
177,"Krenn B. et al., 2011",Increased HA stability,H5N1
177,"Krenn B. et al., 2011",Increased viral replication efficiency,H5N1
177,"Krenn B. et al., 2011",Increased virulence in mice,H5N1
177,"Suttie A. et al., 2019",Decreased pH of fusion,H5N1
177,"Suttie A. et al., 2019",Increased HA stability,H5N1
177,"Suttie A. et al., 2019",Increased viral replication efficiency,H5N1
177,"Suttie A. et al., 2019",Increased virulence in mice,H5N1
178,"Sun X. et al., 2019",Increased pH of fusion,H7N9
178,"Sun X. et al., 2019",Decreased HA stability,H7N9
178,"Sun X. et al., 2019",Decreased virulence in mice,H7N9
178,"Suttie A. et al., 2019",Increased pH of fusion,H7N9
178,"Suttie A. et al., 2019",Decreased HA stability,H7N9
178,"Suttie A. et al., 2019",Decreased virulence in mice,H7N9
179,"Yamada S. et al., 2006",Increased virus binding to α2-6,H5N1
179,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
180,"Yamada S. et al., 2006",Increased virus binding to α2-6,H5N1
180,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
181,"Yamada S. et al., 2006",Increased virus binding to α2-6,H5N1
181,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
182,"Yamada S. et al., 2006",Increased virus binding to α2-6,H5N1
182,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
183,"Yamada S. et al., 2006",Increased virus binding to α2-6,H5N1
183,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
184,"Yamada S. et al., 2006",Increased virus binding to α2-6,H5N1
184,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
185,"Herfst S. et al., 2012",Transmitted via aerosol among ferrets,H5N1
185,"Linster M. et al., 2014",Transmitted via aerosol among ferrets,H5N1
185,"Suttie A. et al., 2019",Transmitted via aerosol among ferrets,H5N1
186,"Wessels U. et al., 2018",Increased virulence in chickens,H5N1
186,"Wessels U. et al., 2018",Increased virulence in mice,H5N1
186,"Wessels U. et al., 2018",Increased pH of fusion,H5N1
186,"Suttie A. et al., 2019",Increased virulence in chickens,H5N1
186,"Suttie A. et al., 2019",Increased virulence in mice,H5N1
186,"Suttie A. et al., 2019",Increased pH of fusion,H5N1
187,"Yamada S. et al., 2006",Increased virus binding to α2-6,H5N1
187,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
188,"Yamada S. et al., 2006",Increased virus binding to α2-6,H5N1
188,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
189,"Yang Z. et al., 2007",Increased pseudovirus binding to α2-6,H5N1
189,"Suttie A. et al., 2019",Increased pseudovirus binding to α2-6,H5N1
190,"Chutinimitkul S. et al., 2010",Decreased virus binding to α2-3,H5N1
190,"Chutinimitkul S. et al., 2010",Increased virus binding to α2-6,H5N1
190,"Yamada S. et al., 2006",Decreased virus binding to α2-3,H5N1
190,"Yamada S. et al., 2006",Increased virus binding to α2-6,H5N1
190,"Suttie A. et al., 2019",Decreased virus binding to α2-3,H5N1
190,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
191,"Imai M. et al., 2012",Transmissible among ferrets,H5N1
191,"Suttie A. et al., 2019",Transmissible among ferrets,H5N1
192,"Ilyushina N. et al., 2008",Increased virus binding to α2-6,H5N1
192,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
193,"Ilyushina N. et al., 2008",Increased virus binding to α2-6,H5N1
193,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
194,"Wang W. et al., 2010",Increased virus binding to α2-6,H5N1
194,"Wang F. et al., 2015",Increased virus binding to α2-6,H5N1
194,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
195,"Yen H. et al., 2009",Increased virus binding to α2-6,H5N1
195,"Yen H. et al., 2009",Reduced lethality in mice,H5N1
195,"Yen H. et al., 2009",Systemic spread in mice,H5N1
195,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
195,"Suttie A. et al., 2019",Reduced lethality in mice,H5N1
195,"Suttie A. et al., 2019",Systemic spread in mice,H5N1
196,"Peng W. et al., 2018",Increased virus binding to α2-6,H5N1
196,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
197,"Wang W. et al., 2010",Increased virus binding to α2-6,H5N1
197,"Wang F. et al., 2015",Increased virus binding to α2-6,H5N1
197,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
198,"Wang W. et al., 2010",Increased virus binding to α2-6,H5N1
198,"Wang F. et al., 2015",Increased virus binding to α2-6,H5N1
198,"Stevens J. et al., 2008",Increased virus binding to α2-6,H5N1
198,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
199,"Wang W. et al., 2010",Increased virus binding to α2-6,H5N1
199,"Wang F. et al., 2015",Increased virus binding to α2-6,H5N1
199,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
200,"de Vries R. et al., 2017",Increased virus binding to α2-6,H7N9
200,"Suttie A. et al., 2019",Increased virus binding to α2-6,H7N9
201,"de Vries R. et al., 2017",Increased virus binding to α2-6,H7N9
201,"Suttie A. et al., 2019",Increased virus binding to α2-6,H7N9
202,"de Vries R. et al., 2017",Increased virus binding to α2-6,H7N9
202,"Suttie A. et al., 2019",Increased virus binding to α2-6,H7N9
203,"de Vries R. et al., 2017",Increased virus binding to α2-6,H7N9
203,"Suttie A. et al., 2019",Increased virus binding to α2-6,H7N9
204,"Chutinimitkul S. et al., 2010",Increased virus binding to α2-6,H5N1
204,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
205,"Chutinimitkul S. et al., 2010",Increased virus binding to α2-6,H5N1
205,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
206,"Maines T. et al., 2011",Increased virus binding to α2-6,H5N1
206,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
207,"Chen L. et al., 2012",Increased virus binding to α2-6,H5N1
207,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
208,"Chen L. et al., 2012",Increased virus binding to α2-6,H5N1
208,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
210,"Chen L. et al., 2012",Increased virus binding to α2-6,H5N1
210,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
211,"Stevens J. et al., 2008",Increased virus binding to α2-6,H5N1
211,"Zhang H. et al., 2015",Increased virus binding to α2-6,H5N1
211,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
212,"Chutinimitkul S. et al., 2010",Increased virus binding to α2-6,H5N1
212,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
213,"Chutinimitkul S. et al., 2010",Increased virus binding to α2-6,H5N1
213,"Chen L. et al., 2012",Increased virus binding to α2-6,H5N1
213,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
214,"Chutinimitkul S. et al., 2010",Increased virus binding to α2-6,H5N1
214,"Chen L. et al., 2012",Increased virus binding to α2-6,H5N1
214,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
215,"Yamada S. et al., 2006",Increased virus binding to α2-6,H5N1
215,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
216,"Guo H. et al., 2017",Increased virus binding to α2-3,H5N1
216,"Guo H. et al., 2017",Increased virus binding to α2-6,H5N1
216,"Suttie A. et al., 2019",Increased virus binding to α2-3,H5N1
216,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
217,"de Vries R. et al., 2017",Increased virus binding to α2-6,H7N9
217,"Suttie A. et al., 2019",Increased virus binding to α2-6,H7N9
218,"Chutinimitkul S. et al., 2010",Increased virus binding to α2-6,H5N1
218,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
219,"Song H. et al., 2017",Increased virus binding to α2-6,H4N6
219,"Suttie A. et al., 2019",Increased virus binding to α2-6,H4N6
219,"Srinivasan K. et al., 2013",Increased virus binding to α2-6,H7N7 (human isolate)
219,"Suttie A. et al., 2019",Increased virus binding to α2-6,H7N7 (human isolate)
219,"Sang X. et al., 2015b",Loss of binding to α2–3,H10N8 (human isolate)
219,"Sang X. et al., 2015b",No binding to α2–6,H10N8 (human isolate)
219,"Tzarum N. et al., 2017",Loss of binding to α2–3,H10N8 (human isolate)
219,"Tzarum N. et al., 2017",No binding to α2–6,H10N8 (human isolate)
219,"Zhang H. et al., 2015",Loss of binding to α2–3,H10N8 (human isolate)
219,"Zhang H. et al., 2015",No binding to α2–6,H10N8 (human isolate)
219,"Suttie A. et al., 2019",Loss of binding to α2–3,H10N8 (human isolate)
219,"Suttie A. et al., 2019",No binding to α2–6,H10N8 (human isolate)
219,"Stevens J. et al., 2006",Increased virus binding to α2-6,H5N1
219,"Stevens J. et al., 2006",Decreased antiviral response in host,H5N1
219,"Stevens J. et al., 2006",Reduced tissue tropism in guinea pigs,H5N1
219,"Chutinimitkul S. et al., 2010",Increased virus binding to α2-6,H5N1
219,"Chutinimitkul S. et al., 2010",Decreased antiviral response in host,H5N1
219,"Chutinimitkul S. et al., 2010",Reduced tissue tropism in guinea pigs,H5N1
219,"Chen L. et al., 2012",Increased virus binding to α2-6,H5N1
219,"Chen L. et al., 2012",Decreased antiviral response in host,H5N1
219,"Chen L. et al., 2012",Reduced tissue tropism in guinea pigs,H5N1
219,"Wang W. et al., 2010",Increased virus binding to α2-6,H5N1
219,"Wang W. et al., 2010",Decreased antiviral response in host,H5N1
219,"Wang W. et al., 2010",Reduced tissue tropism in guinea pigs,H5N1
219,"Gao Y. et al., 2009",Increased virus binding to α2-6,H5N1
219,"Gao Y. et al., 2009",Decreased antiviral response in host,H5N1
219,"Gao Y. et al., 2009",Reduced tissue tropism in guinea pigs,H5N1
219,"Wang F. et al., 2015",Increased virus binding to α2-6,H5N1
219,"Wang F. et al., 2015",Decreased antiviral response in host,H5N1
219,"Wang F. et al., 2015",Reduced tissue tropism in guinea pigs,H5N1
219,"Kode S. et al., 2019",Increased virus binding to α2-6,H5N1
219,"Kode S. et al., 2019",Decreased antiviral response in host,H5N1
219,"Kode S. et al., 2019",Reduced tissue tropism in guinea pigs,H5N1
219,"McCown M. et al., 2005",Increased virus binding to α2-6,H5N1
219,"McCown M. et al., 2005",Decreased antiviral response in host,H5N1
219,"McCown M. et al., 2005",Reduced tissue tropism in guinea pigs,H5N1
219,"Ilyushina N. et al., 2008",Increased virus binding to α2-6,H5N1
219,"Ilyushina N. et al., 2008",Decreased antiviral response in host,H5N1
219,"Ilyushina N. et al., 2008",Reduced tissue tropism in guinea pigs,H5N1
219,"Stevens J. et al., 2008",Increased virus binding to α2-6,H5N1
219,"Stevens J. et al., 2008",Decreased antiviral response in host,H5N1
219,"Stevens J. et al., 2008",Reduced tissue tropism in guinea pigs,H5N1
219,"Maines T. et al., 2011",Increased virus binding to α2-6,H5N1
219,"Maines T. et al., 2011",Decreased antiviral response in host,H5N1
219,"Maines T. et al., 2011",Reduced tissue tropism in guinea pigs,H5N1
219,"Harvey R. et al., 2004",Increased virus binding to α2-6,H5N1
219,"Harvey R. et al., 2004",Decreased antiviral response in host,H5N1
219,"Harvey R. et al., 2004",Reduced tissue tropism in guinea pigs,H5N1
219,"Ayora-Talavera G. et al., 2009",Increased virus binding to α2-6,H5N1
219,"Ayora-Talavera G. et al., 2009",Decreased antiviral response in host,H5N1
219,"Ayora-Talavera G. et al., 2009",Reduced tissue tropism in guinea pigs,H5N1
219,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
219,"Suttie A. et al., 2019",Decreased antiviral response in host,H5N1
219,"Suttie A. et al., 2019",Reduced tissue tropism in guinea pigs,H5N1
223,"Hurt A. et al., 2007",Reduced susceptibility to Oseltamivir,H5N1
223,"Hurt A. et al., 2007",Reduced susceptibility to Zanamivir,H5N1
223,"Boltz D. et al., 2010",Reduced susceptibility to Oseltamivir,H5N1
223,"Boltz D. et al., 2010",Reduced susceptibility to Zanamivir,H5N1
223,"Suttie A. et al., 2019",Reduced susceptibility to Oseltamivir,H5N1
223,"Suttie A. et al., 2019",Reduced susceptibility to Zanamivir,H5N1
224,"Kode S. et al., 2019",Reduced susceptibility to Oseltamivir,H5N1
224,"Kode S. et al., 2019",Reduced susceptibility to Zanamivir,H5N1
224,"Suttie A. et al., 2019",Reduced susceptibility to Oseltamivir,H5N1
224,"Suttie A. et al., 2019",Reduced susceptibility to Zanamivir,H5N1
225,"Baek Y. et al., 2015",Reduced susceptibility to Oseltamivir,H5N1
225,"Baek Y. et al., 2015",Reduced susceptibility to Zanamivir,H5N1
225,"Ilyushina N. et al., 2010",Reduced susceptibility to Oseltamivir,H5N1
225,"Ilyushina N. et al., 2010",Reduced susceptibility to Zanamivir,H5N1
225,"Suttie A. et al., 2019",Reduced susceptibility to Oseltamivir,H5N1
225,"Suttie A. et al., 2019",Reduced susceptibility to Zanamivir,H5N1
226,"Baek Y. et al., 2015",Reduced susceptibility to Oseltamivir,H5N1
226,"Baek Y. et al., 2015",Reduced susceptibility to Zanamivir,H5N1
226,"Baek Y. et al., 2015",Reduced susceptibility to Peramivir,H5N1
226,"Suttie A. et al., 2019",Reduced susceptibility to Oseltamivir,H5N1
226,"Suttie A. et al., 2019",Reduced susceptibility to Zanamivir,H5N1
226,"Suttie A. et al., 2019",Reduced susceptibility to Peramivir,H5N1
227,"Baek Y. et al., 2015",Reduced susceptibility to Zanamivir,H5N1
227,"Baek Y. et al., 2015",Reduced susceptibility to Peramivir,H5N1
227,"Suttie A. et al., 2019",Reduced susceptibility to Zanamivir,H5N1
227,"Suttie A. et al., 2019",Reduced susceptibility to Peramivir,H5N1
228,"Hurt A. et al., 2010",Reduced susceptibility to Oseltamivir,H5N1
228,"Hurt A. et al., 2010",Reduced susceptibility to Zanamivir,H5N1
228,"Suttie A. et al., 2019",Reduced susceptibility to Oseltamivir,H5N1
228,"Suttie A. et al., 2019",Reduced susceptibility to Zanamivir,H5N1
229,"Hurt A. et al., 2009",Reduced susceptibility to Oseltamivir,H5N1
229,"Hurt A. et al., 2009",Reduced susceptibility to Zanamivir,H5N1
229,"Suttie A. et al., 2019",Reduced susceptibility to Oseltamivir,H5N1
229,"Suttie A. et al., 2019",Reduced susceptibility to Zanamivir,H5N1
230,"Hurt A. et al., 2009",Reduced susceptibility to Oseltamivir,H5N1
230,"Suttie A. et al., 2019",Reduced susceptibility to Oseltamivir,H5N1
231,"Boltz D. et al., 2010",Reduced susceptibility to Oseltamivir,H5N1
231,"Suttie A. et al., 2019",Reduced susceptibility to Oseltamivir,H5N1
232,"Baek Y. et al., 2015",Reduced susceptibility to Oseltamivir,H5N1
232,"Baek Y. et al., 2015",Reduced susceptibility to Peramivir,H5N1
232,"Ilyushina N. et al., 2010",Reduced susceptibility to Oseltamivir,H5N1
232,"Ilyushina N. et al., 2010",Reduced susceptibility to Peramivir,H5N1
232,"Hurt A. et al., 2009",Reduced susceptibility to Oseltamivir,H5N1
232,"Hurt A. et al., 2009",Reduced susceptibility to Peramivir,H5N1
232,"Gubareva L. et al., 2017b",Reduced susceptibility to Oseltamivir,H5N1
232,"Gubareva L. et al., 2017b",Reduced susceptibility to Peramivir,H5N1
232,"Le Q. et al., 2005",Reduced susceptibility to Oseltamivir,H5N1
232,"Le Q. et al., 2005",Reduced susceptibility to Peramivir,H5N1
232,"Nguyen H. et al., 2013",Reduced susceptibility to Oseltamivir,H5N1
232,"Nguyen H. et al., 2013",Reduced susceptibility to Peramivir,H5N1
232,"Suttie A. et al., 2019",Reduced susceptibility to Oseltamivir,H5N1
232,"Suttie A. et al., 2019",Reduced susceptibility to Peramivir,H5N1
233,"Govorkova E. et al., 2007",Reduced susceptibility to Oseltamivir,H5N1
233,"Suttie A. et al., 2019",Reduced susceptibility to Oseltamivir,H5N1
234,"Baek Y. et al., 2015",Reduced susceptibility to Oseltamivir,H5N1
234,"Baek Y. et al., 2015",Reduced susceptibility to Zanamivir,H5N1
234,"Baek Y. et al., 2015",Reduced susceptibility to Peramivir,H5N1
234,"Ilyushina N. et al., 2010",Reduced susceptibility to Oseltamivir,H5N1
234,"Ilyushina N. et al., 2010",Reduced susceptibility to Zanamivir,H5N1
234,"Ilyushina N. et al., 2010",Reduced susceptibility to Peramivir,H5N1
234,"Le Q. et al., 2005",Reduced susceptibility to Oseltamivir,H5N1
234,"Le Q. et al., 2005",Reduced susceptibility to Zanamivir,H5N1
234,"Le Q. et al., 2005",Reduced susceptibility to Peramivir,H5N1
234,"Earhart K. et al., 2009",Reduced susceptibility to Oseltamivir,H5N1
234,"Earhart K. et al., 2009",Reduced susceptibility to Zanamivir,H5N1
234,"Earhart K. et al., 2009",Reduced susceptibility to Peramivir,H5N1
234,"Suttie A. et al., 2019",Reduced susceptibility to Oseltamivir,H5N1
234,"Suttie A. et al., 2019",Reduced susceptibility to Zanamivir,H5N1
234,"Suttie A. et al., 2019",Reduced susceptibility to Peramivir,H5N1
235,"Creanga A. et al., 2017",Reduced susceptibility to Zanamivir,H5N1
235,"Suttie A. et al., 2019",Reduced susceptibility to Zanamivir,H5N1
236,"Hurt A. et al., 2007",Reduced susceptibility to Oseltamivir,H5N1
236,"Suttie A. et al., 2019",Reduced susceptibility to Oseltamivir,H5N1
237,"Baek Y. et al., 2015",Reduced susceptibility to Oseltamivir,H5N1
237,"Baek Y. et al., 2015",Reduced susceptibility to Peramivir,H5N1
237,"Baek Y. et al., 2015",Reduced susceptibility to Zanamivir,H5N1
237,"Suttie A. et al., 2019",Reduced susceptibility to Oseltamivir,H5N1
237,"Suttie A. et al., 2019",Reduced susceptibility to Peramivir,H5N1
237,"Suttie A. et al., 2019",Reduced susceptibility to Zanamivir,H5N1
238,"Baek Y. et al., 2015",Reduced susceptibility to Oseltamivir,H5N1
238,"Baek Y. et al., 2015",Reduced susceptibility to Peramivir,H5N1
238,"Baek Y. et al., 2015",Reduced susceptibility to Zanamivir,H5N1
238,"Suttie A. et al., 2019",Reduced susceptibility to Oseltamivir,H5N1
238,"Suttie A. et al., 2019",Reduced susceptibility to Peramivir,H5N1
238,"Suttie A. et al., 2019",Reduced susceptibility to Zanamivir,H5N1
239,"Baek Y. et al., 2015",Reduced susceptibility to Oseltamivir,H5N1
239,"Baek Y. et al., 2015",Reduced susceptibility to Peramivir,H5N1
239,"Baek Y. et al., 2015",Reduced susceptibility to Zanamivir,H5N1
239,"Suttie A. et al., 2019",Reduced susceptibility to Oseltamivir,H5N1
239,"Suttie A. et al., 2019",Reduced susceptibility to Peramivir,H5N1
239,"Suttie A. et al., 2019",Reduced susceptibility to Zanamivir,H5N1
240,"Creanga A. et al., 2017",Reduced susceptibility to Oseltamivir,H5N1
240,"Suttie A. et al., 2019",Reduced susceptibility to Oseltamivir,H5N1
241,"Hurt A. et al., 2009",Reduced susceptibility to Oseltamivir,H5N1
241,"Hurt A. et al., 2009",Reduced susceptibility to Peramivir,H5N1
241,"Suttie A. et al., 2019",Reduced susceptibility to Oseltamivir,H5N1
241,"Suttie A. et al., 2019",Reduced susceptibility to Peramivir,H5N1
242,"Hurt A. et al., 2009",Reduced susceptibility to Oseltamivir,H5N1
242,"Hurt A. et al., 2009",Reduced susceptibility to Peramivir,H5N1
242,"Suttie A. et al., 2019",Reduced susceptibility to Oseltamivir,H5N1
242,"Suttie A. et al., 2019",Reduced susceptibility to Peramivir,H5N1
243,"Boltz D. et al., 2010",Reduced susceptibility to Oseltamivir,H5N1
243,"Suttie A. et al., 2019",Reduced susceptibility to Oseltamivir,H5N1
244,"de Vries R. et al., 2017",Dual α2–3 and α2–6 binding,H7N9
244,"Suttie A. et al., 2019",Dual α2–3 and α2–6 binding,H7N9
247,"Huang W. et al., 2018",Reduced inhibition to Oseltamivir,H1N1
247,"Huang W. et al., 2018",Reduced inhibition to Zanamiriv,H1N1
247,"Lackenby A. et al., 2018",Reduced inhibition to Oseltamivir,H1N1
247,"Lackenby A. et al., 2018",Reduced inhibition to Zanamiriv,H1N1
223,"Boltz D. et al., 2010",Reduced inhibition to Oseltamivir,H5N1
223,"Boltz D. et al., 2010",Reduced inhibition to Zanamiriv,H5N1
223,"Hurt A. et al., 2007",Reduced inhibition to Oseltamivir,H5N1
223,"Hurt A. et al., 2007",Reduced inhibition to Zanamiriv,H5N1
250,"Gubareva L. et al., 2017",Reduced inhibition to Zanamiriv,H1N1
224,"Kode S. et al., 2019",Reduced inhibition to Oseltamivir,H5N1
224,"Kode S. et al., 2019",Reduced inhibition to Zanamiriv,H5N1
225,"Samson M. et al., 2014",From normal to reduced inhibition to Oseltamivir,H1N1
225,"Samson M. et al., 2014",Reduced inhibition to Zanamiriv,H1N1
225,"Samson M. et al., 2014",From normal to reduced inhibition to Peramivir,H1N1
225,"Samson M. et al., 2014",Reduced inhibition to Laninamivir,H1N1
225,"Baek Y. et al., 2015",From normal to reduced inhibition to Oseltamivir,H1N1
225,"Baek Y. et al., 2015",Reduced inhibition to Zanamiriv,H1N1
225,"Baek Y. et al., 2015",From normal to reduced inhibition to Peramivir,H1N1
225,"Baek Y. et al., 2015",Reduced inhibition to Laninamivir,H1N1
225,"Baek Y. et al., 2015",Reduced inhibition to Oseltamivir,H5N1
225,"Baek Y. et al., 2015",Highly reduced inhibition to Zanamivir,H5N1
225,"Ilyushina N. et al., 2010",Reduced inhibition to Oseltamivir,H5N1
225,"Ilyushina N. et al., 2010",Highly reduced inhibition to Zanamivir,H5N1
254,"Pizzorno A. et al., 2011",Reduced inhibition to Oseltamivir,H1N1
254,"Pizzorno A. et al., 2011",Highly reduced inhibition to Zanamivir,H1N1
254,"Pizzorno A. et al., 2011",Reduced inhibition to Peramivir,H1N1
254,"Abed Y. et al., 2006",From reduced to highly reduced inhibition to Oseltamivir,H1N1
254,"Abed Y. et al., 2006",Highly reduced inhibition to Zanamivir,H1N1
254,"Abed Y. et al., 2006",Highly reduced inhibition to Peramivir,H1N1
254,"Choi W. et al., 2013",From reduced to highly reduced inhibition to Oseltamivir,H1N1
254,"Choi W. et al., 2013",Highly reduced inhibition to Zanamivir,H1N1
254,"Choi W. et al., 2013",Highly reduced inhibition to Peramivir,H1N1
226,"Baek Y. et al., 2015",Reduced inhibition to Oseltamivir,H1N1
226,"Baek Y. et al., 2015",Highly reduced inhibition to Peramivir,H1N1
226,"Baek Y. et al., 2015",Highly reduced inhibition to Zanamivir,H1N1
226,"Baek Y. et al., 2015",Highly reduced inhibition to Laninamivir,H1N1
226,"L'Huillier A. et al., 2015",Reduced inhibition to Oseltamivir,H1N1
226,"L'Huillier A. et al., 2015",Highly reduced inhibition to Peramivir,H1N1
226,"L'Huillier A. et al., 2015",Highly reduced inhibition to Zanamivir,H1N1
226,"L'Huillier A. et al., 2015",Highly reduced inhibition to Laninamivir,H1N1
226,"Lloren K. et al., 2019",Reduced inhibition to Oseltamivir,H1N1
226,"Lloren K. et al., 2019",Highly reduced inhibition to Peramivir,H1N1
226,"Lloren K. et al., 2019",Highly reduced inhibition to Zanamivir,H1N1
226,"Lloren K. et al., 2019",Highly reduced inhibition to Laninamivir,H1N1
226,"Baek Y. et al., 2015",Reduced inhibition to Oseltamivir,H5N1
226,"Baek Y. et al., 2015",Highly reduced inhibition to Zanamivir,H5N1
226,"Baek Y. et al., 2015",Highly reduced inhibition to Peramivir,H5N1
227,"Baek Y. et al., 2015",Highly reduced inhibition to Zanamivir,H1N1
227,"Baek Y. et al., 2015",From reduced to highly reduced inhibition to Peramivir,H1N1
227,"Baek Y. et al., 2015",Highly reduced inhibition to Laninamivir,H1N1
227,"Lloren K. et al., 2019",Highly reduced inhibition to Zanamivir,H1N1
227,"Lloren K. et al., 2019",From reduced to highly reduced inhibition to Peramivir,H1N1
227,"Lloren K. et al., 2019",Highly reduced inhibition to Laninamivir,H1N1
227,"Pizzorno A. et al., 2011",Highly reduced inhibition to Zanamivir,H1N1
227,"Pizzorno A. et al., 2011",From reduced to highly reduced inhibition to Peramivir,H1N1
227,"Pizzorno A. et al., 2011",Highly reduced inhibition to Laninamivir,H1N1
227,"Tamura D. et al., 2015b",Highly reduced inhibition to Zanamivir,H1N1
227,"Tamura D. et al., 2015b",From reduced to highly reduced inhibition to Peramivir,H1N1
227,"Tamura D. et al., 2015b",Highly reduced inhibition to Laninamivir,H1N1
227,"Baek Y. et al., 2015",Highly reduced inhibition to Zanamivir,H5N1
227,"Baek Y. et al., 2015",From reduced to highly reduced inhibition to Peramivir,H5N1
227,"Hurt A. et al., 2009",Highly reduced inhibition to Zanamivir,H5N1
227,"Hurt A. et al., 2009",From reduced to highly reduced inhibition to Peramivir,H5N1
228,"Hurt A. et al., 2010",Reduced inhibition to Oseltamivir,H5N1
228,"Hurt A. et al., 2010",Highly reduced inhibition to Zanamivir,H5N1
261,"Samson M. et al., 2014",Highly reduced inhibition to Zanamivir,H1N1
261,"Samson M. et al., 2014",Highly reduced inhibition to Peramivir,H1N1
261,"Samson M. et al., 2014",Reduced inhibition to Laninamivir,H1N1
261,"Kaminski M. et al., 2013",Highly reduced inhibition to Zanamivir,H1N1
261,"Kaminski M. et al., 2013",Highly reduced inhibition to Peramivir,H1N1
261,"Kaminski M. et al., 2013",Reduced inhibition to Laninamivir,H1N1
261,"Pizzorno A. et al., 2013",Highly reduced inhibition to Zanamivir,H1N1
